# Program:featureCounts v1.5.1; Command:"featureCounts" "-a" "cufflinks_assemble/star/merged.gtf" "-t" "exon" "-s" "2" "-p" "-B" "-C" "-T" "24" "-o" "cufflinks_counts/star/feature_counts.tsv" "align/star/inplanta-3KO-020.bam" "align/star/inplanta-3KO-021.bam" "align/star/inplanta-3KO-022.bam" "align/star/inplanta-3KO-023.bam" "align/star/inplanta-Pf2-024.bam" "align/star/inplanta-Pf2-025.bam" "align/star/inplanta-Pf2-026.bam" "align/star/inplanta-Pf2-027.bam" "align/star/inplanta-SN15-016.bam" "align/star/inplanta-SN15-017.bam" "align/star/inplanta-SN15-018.bam" "align/star/inplanta-SN15-019.bam" "align/star/invitro-3KO-004.bam" "align/star/invitro-3KO-005.bam" "align/star/invitro-3KO-006.bam" "align/star/invitro-3KO-007.bam" "align/star/invitro-Pf2-008.bam" "align/star/invitro-Pf2-009.bam" "align/star/invitro-Pf2-010.bam" "align/star/invitro-Pf2-011.bam" "align/star/invitro-SN15-000.bam" "align/star/invitro-SN15-001.bam" "align/star/invitro-SN15-002.bam" "align/star/invitro-SN15-003.bam" 
Geneid	Chr	Start	End	Strand	Length	align/star/inplanta-3KO-020.bam	align/star/inplanta-3KO-021.bam	align/star/inplanta-3KO-022.bam	align/star/inplanta-3KO-023.bam	align/star/inplanta-Pf2-024.bam	align/star/inplanta-Pf2-025.bam	align/star/inplanta-Pf2-026.bam	align/star/inplanta-Pf2-027.bam	align/star/inplanta-SN15-016.bam	align/star/inplanta-SN15-017.bam	align/star/inplanta-SN15-018.bam	align/star/inplanta-SN15-019.bam	align/star/invitro-3KO-004.bam	align/star/invitro-3KO-005.bam	align/star/invitro-3KO-006.bam	align/star/invitro-3KO-007.bam	align/star/invitro-Pf2-008.bam	align/star/invitro-Pf2-009.bam	align/star/invitro-Pf2-010.bam	align/star/invitro-Pf2-011.bam	align/star/invitro-SN15-000.bam	align/star/invitro-SN15-001.bam	align/star/invitro-SN15-002.bam	align/star/invitro-SN15-003.bam
XLOC_002715	scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005	321117;321118;321120;321122;321122;321180;321180;321371;321371;321371;321371;321371;321371;321371;321640;321640;321640;321640;321640;321640;321793;321793;321793;322036;322036;322036;322036;323493;323493;323493;323493;323493;323493;323497;323628;323628;323628;323628;323628;323639;323651	321321;321321;321321;321321;321321;321321;321321;321586;321586;321586;321586;321586;321586;321743;321743;321743;321743;321743;321743;321743;323215;323211;323438;323438;323211;323438;323438;323573;323573;323596;323573;323584;323573;323573;323670;323670;324016;324016;324016;324016;324016	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2717	774	727	1078	793	482	551	742	652	2086	1946	1917	2071	1961	2734	1951	2881	3043	2992	2756	2892	2605	2082	2433	2638
XLOC_002716	scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005	326313;326688;330016;330016;330472;330589;330589	329965;329965;330097;330535;330535;331753;331753	+;+;+;+;+;+;+	5338	315	307	400	308	100	177	173	117	637	707	624	825	797	1112	746	1054	1020	677	805	734	835	908	679	824
XLOC_002717	scaffold_005	335197	336267	+	1071	7	16	15	6	9	4	6	13	29	34	32	27	52	78	44	59	44	23	39	30	67	123	49	55
XLOC_002718	scaffold_005;scaffold_005;scaffold_005	339008;339171;340786	340729;340694;340919	+;+;+	1856	260	202	365	213	116	160	234	181	668	605	620	787	275	392	273	378	724	543	631	545	279	287	352	284
XLOC_002719	scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005	356210;356594;356594;356628;356797;356797;356923;356923;356923;357010;357010;357010;357131;357131;357131;358145;358282;358362;358362;358392;358903;358903;358903;359705;359705;359705	356564;356875;356737;356737;356875;356875;356963;356963;356963;357085;357085;357085;357827;357827;358268;358268;358298;358848;358848;358848;359654;359654;359654;360248;359942;360248	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3692	4032	3044	5377	3303	812	1459	2137	1403	7556	6987	7227	10104	2582	2845	2331	2213	5523	3886	5148	4044	3217	3889	3595	3142
XLOC_002720	scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005	363053;363143;363379;363379;364591;364591;364810;364810;365275;365275;365425;365425;365427;366552;366552;366552;367109;367695	363323;363323;364543;364543;364760;364760;364940;365327;365327;365327;366501;366501;366501;366941;368562;367054;368562;368321	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5212	3729	2799	4691	3165	1058	1599	2075	2169	7390	6945	6945	9552	7327	6143	5923	4624	6754	4990	6390	5398	5995	7349	5334	4695
XLOC_002721	scaffold_005;scaffold_005	372553;372860	372799;373956	+;+	1344	2026	1592	2701	1761	504	751	1107	852	3716	3430	3558	4919	880	1305	1035	1154	3122	1587	2921	1818	2274	3168	2027	2056
XLOC_002722	scaffold_005	375591	376600	+	1010	5	15	6	8	0	4	4	5	15	11	9	9	12	10	16	4	16	10	13	6	7	7	6	4
XLOC_002723	scaffold_005;scaffold_005	379910;380281	380216;380403	+;+	430	5	4	1	2	4	3	4	3	4	4	11	4	9	2	1	3	4	5	3	8	11	7	12	8
XLOC_002724	scaffold_005;scaffold_005	385943;386094	386011;386468	+;+	444	1	0	0	0	1	0	0	5	1	5	10	1	4	2	3	10	19	7	7	5	6	4	15	4
XLOC_002725	scaffold_005;scaffold_005;scaffold_005	387452;387779;387939	387687;387889;389777	+;+;+	2186	294	298	416	320	173	211	273	241	734	702	685	922	924	878	847	827	1130	972	981	967	686	610	735	688
XLOC_002726	scaffold_005	390682	391540	+	859	333	262	446	256	203	227	321	258	588	596	647	834	957	1034	922	1015	1210	1150	1063	1142	601	613	724	630
XLOC_002727	scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005	395549;395549;395818;395818;396755;396755;397314;397555;397806;397806;397806;397988;397988;397990;398167;398167;398167	395689;395689;396704;396704;397739;396988;397739;397739;397921;397921;397923;398111;398111;398111;398306;398222;398306	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2395	5349	5626	7087	5949	2196	2812	3466	2432	13160	14301	12868	13360	6073	6302	5706	5309	7688	6749	7123	7444	5227	6375	5599	5489
XLOC_002728	scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005	402325;402326;402541;403205;403205;403205;403678;403678;403678;403980;403986;403986;405300;406711;406815;407181;407183;407183;407183;407279;407279;407279;407279;407453;407453;407453;407454;407656;407656;407656;407656;408613;408613;408613;408613	403079;403079;403079;403631;403631;403631;403921;403921;403921;407049;404519;407049;406415;407049;407049;407214;407214;407214;407214;407396;407396;407396;407396;407600;407600;407600;407600;408567;408567;408567;408567;409917;410398;410398;410398	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7494	1439	1639	2158	1825	575	754	983	663	4091	4074	3888	4335	4101	3666	3403	3248	3308	3498	2961	3613	2977	2601	2894	2835
XLOC_002729	scaffold_005;scaffold_005;scaffold_005	413541;413982;414383	413928;414333;415592	+;+;+	1950	484	503	722	537	430	435	669	373	1709	1589	1849	1993	944	882	920	808	1984	2439	1786	1879	657	501	685	791
XLOC_002730	scaffold_005	420492	421461	+	970	22	27	37	32	27	13	29	12	56	43	44	53	6	5	6	7	4	3	4	2	3	3	2	0
XLOC_002731	scaffold_005;scaffold_005;scaffold_005	422898;423113;423411	423054;423360;424661	+;+;+	1656	136	173	194	167	67	74	124	60	290	281	252	311	326	365	289	340	364	298	386	284	105	108	113	129
XLOC_002732	scaffold_005;scaffold_005	430579;432584	432519;432656	+;+	2014	142	191	242	207	157	129	141	67	493	508	393	479	82	86	74	69	64	79	64	68	37	45	50	34
XLOC_002733	scaffold_005;scaffold_005;scaffold_005;scaffold_005	437507;437948;438206;438206	438150;437975;440244;440244	+;+;+;+	2683	33	46	66	57	5	21	27	13	192	159	139	196	10	6	5	3	8	14	10	8	6	9	6	7
XLOC_002734	scaffold_005;scaffold_005	443884;444558	444512;447098	+;+	3170	815	826	1880	1369	176	128	187	60	3959	3124	2558	2910	1708	946	1220	733	587	818	508	816	629	592	523	802
XLOC_002735	scaffold_005;scaffold_005	451542;451715	451664;455260	+;+	3669	298	331	441	343	77	115	157	78	751	670	590	845	301	450	313	462	750	598	732	556	522	507	553	426
XLOC_002736	scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005	457910;457950;458034;458034;458445;458445;460024	457978;457978;458395;458395;459968;458643;460197	+;+;+;+;+;+;+	2129	10294	8292	13801	9392	1674	2652	4160	3226	17925	15751	15984	22515	4822	4952	4908	3868	10192	5774	9161	6556	7037	10246	7244	7671
XLOC_002737	scaffold_005	462896	464311	+	1416	15	9	14	10	13	13	19	13	55	55	61	64	75	133	78	73	51	41	48	58	93	53	91	69
XLOC_002738	scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005	466530;467128;467339;467672;468022	467073;467290;467622;467969;468433	+;+;+;+;+	1701	0	4	2	1	2	0	0	0	8	3	2	2	1	0	1	4	49	69	48	47	2	0	2	2
XLOC_002739	scaffold_005	471556	476223	+	4668	110	128	154	132	36	30	39	36	203	147	138	159	94	123	111	127	86	48	75	59	109	80	101	130
XLOC_002740	scaffold_005	482365	483174	+	810	31	85	49	70	75	65	49	58	84	68	79	75	0	1	0	1	2	0	1	0	0	0	1	1
XLOC_002741	scaffold_005;scaffold_005;scaffold_005	487404;487673;487997	487589;487919;490046	+;+;+	2483	10	12	17	19	8	9	8	4	29	16	20	22	120	37	55	24	19	11	18	10	63	47	133	47
XLOC_002742	scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005	493069;493069;493105;493273;493273;493273;493486;493486;493486;493803;493803;493805	493223;493223;493223;493430;493430;493430;493726;493735;493737;494063;494063;494063	+;+;+;+;+;+;+;+;+;+;+;+	826	1089	1192	1669	1374	378	608	631	398	2539	2559	2403	2698	3523	2912	2999	2484	4160	3827	3714	4501	3568	4302	3593	4049
XLOC_002743	scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005	494546;494614;495233;495233;496366;497442;498203;498533;498533;499147;499147	495170;495170;495271;496321;497380;498485;498485;499093;499093;499353;499250	+;+;+;+;+;+;+;+;+;+;+	4541	150	160	237	168	85	120	162	52	397	397	373	438	637	347	466	265	417	358	358	363	300	312	262	317
XLOC_002744	scaffold_005	500007	501497	+	1491	1	2	0	3	18	34	23	12	5	2	1	0	173	90	87	37	12	26	18	38	8	7	13	13
XLOC_002745	scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005	504278;504554;504715;504715;505149;505149;505435;505435;508211;509151;509151;512318;513450;513450	504660;504660;505101;505101;505387;505387;506637;509091;509091;511309;513399;513399;514473;514638	+;+;+;+;+;+;+;+;+;+;+;+;+;+	10104	1570	1429	2194	1629	827	1039	1396	1102	4741	4213	4559	5414	2200	3025	2040	2672	4347	3898	4058	3602	2942	2397	3244	2038
XLOC_002746	scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005	516489;516684;516763;516763;516970;516970;518393;518393;519827	516711;516711;516917;516917;518344;518344;518452;525031;523411	+;+;+;+;+;+;+;+;+	8392	4165	3652	5688	4021	1587	2065	2744	2133	9249	8130	8667	10857	3042	4589	2790	4361	8436	5461	7852	5734	5625	6326	5859	5145
XLOC_002747	scaffold_005	525180	525939	+	760	144	113	143	141	45	89	84	91	314	309	307	422	290	327	249	333	373	283	349	314	310	370	356	259
XLOC_002748	scaffold_005;scaffold_005	527804;527945	527890;529855	+;+	1998	155	149	227	188	64	91	88	64	471	401	397	468	1354	847	1055	787	1004	1116	811	1241	671	720	594	792
XLOC_002749	scaffold_005;scaffold_005	535234;536208	536144;536658	+;+	1362	4	3	10	1	1	1	0	1	214	123	20	19	1	1	1	3	0	1	0	0	0	0	2	0
XLOC_002750	scaffold_005	537283	538284	+	1002	0	0	0	0	0	2	0	0	2	3	3	2	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_002751	scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005	539306;539822;539940;540317;540680;540680;540680;541110;541198;541198;541198;541458;542088	540627;540039;540627;540627;541140;541140;540984;541140;541748;541386;541432;542037;543727	+;+;+;+;+;+;+;+;+;+;+;+;+	4263	686	581	1072	1120	133	49	92	32	2211	3037	2855	2564	44	41	25	30	39	22	28	32	25	30	30	32
XLOC_002752	scaffold_005	544615	545048	+	434	492	564	675	618	110	163	234	97	1126	1289	1381	1338	191	210	144	262	618	437	591	436	282	355	431	284
XLOC_002753	scaffold_005;scaffold_005	546274;546439	551260;550212	+;+	4987	395	254	445	268	166	249	329	873	734	705	772	1171	229	344	230	309	515	372	475	400	364	608	382	273
XLOC_002754	scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005	551516;551631;552087;552087;556878	552025;552025;556542;561258;559838	+;+;+;+;+	9682	440	399	565	387	155	246	336	229	814	1062	784	872	2711	2731	2843	3052	4023	4627	3716	4459	1747	2257	1959	2769
XLOC_002755	scaffold_005	565688	567136	+	1449	8	4	6	8	9	5	7	7	23	13	11	12	78	143	79	71	79	40	44	64	145	93	135	99
XLOC_002756	scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005	567998;568191;568341;568341;568441;568441;568509;568834;568834;569904;571327;571327;572324;572763;572763;573875;574255;574255	568291;568291;568386;568386;568784;568455;568784;569247;571280;571280;571670;572697;572697;573416;574194;574194;574570;574676	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6356	2557	2403	3432	2566	1135	1576	1911	1492	5848	5619	5337	6393	5004	4915	4428	4238	7399	5983	6862	6754	4400	4967	4773	4351
XLOC_002757	scaffold_005	575935	578313	+	2379	1	3	4	7	1	2	1	1	1	1	3	0	13	6	3	4	1	6	3	3	6	0	7	2
XLOC_002758	scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005	582572;582574;582998;583118;583118;583118;583376;583499;583499;583499;583534;583733;583733;583733;584181;584181;584181;584181;584928;584928;584963;584963;585070;585070;585070;585070	583029;583029;583029;583375;583442;583375;583410;583673;583673;583673;584132;584132;584132;584132;584874;584874;584909;584909;585022;585022;585022;585022;586568;586136;586568;586568	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3740	962	848	1315	963	536	533	737	506	2732	2025	2147	2616	1984	2097	1717	1982	2735	2152	2473	2050	1818	1382	1811	1380
XLOC_002759	scaffold_005;scaffold_005	588870;589059	589007;589685	+;+	765	310	379	393	369	117	139	189	146	635	717	685	868	610	538	443	402	488	384	461	405	283	369	258	329
XLOC_002760	scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005	596430;596471;596635;596635;597252;597252;597528;597706;597706;597706;598579;598579;598579	596518;596518;597194;597189;597655;597655;597655;598524;598524;598524;598806;598827;598827	+;+;+;+;+;+;+;+;+;+;+;+;+	2121	28	13	20	14	14	40	31	20	16	23	12	22	109	318	129	397	367	158	366	120	326	273	339	433
XLOC_002761	scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005	601986;602167;602357;602357;602446;602472;602521;602547	602309;602309;602394;602420;602470;602496;603141;603425	+;+;+;+;+;+;+;+	1343	80	89	122	130	39	75	58	35	175	196	190	241	242	338	209	363	169	182	225	261	185	215	180	134
XLOC_002762	scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005	605898;606024;606395;606498;606498;607237;607237;609903;609903;610155;610155	606299;606299;606438;607187;607187;609846;609846;610104;610104;611522;611746	+;+;+;+;+;+;+;+;+;+;+	5540	314	302	446	317	149	210	180	132	748	713	590	775	914	1078	882	1151	1736	1474	1568	1370	901	1008	881	894
XLOC_002763	scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005	611953;612039;612668;612668;613780;614822;615242;615543;615543	612616;612616;613170;614745;614853;615509;615509;616030;616030	+;+;+;+;+;+;+;+;+	3994	15	27	25	25	8	25	11	39	80	25	25	45	8916	5289	6594	4720	5363	9115	4690	8659	4463	4721	3084	5800
XLOC_002764	scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005	620274;621259;623866;623866;624526;624526;625404;625845;625845;626270;626270	623816;623816;624472;624472;625065;625795;625795;626216;626216;626327;626855	+;+;+;+;+;+;+;+;+;+;+	6378	1109	1068	1413	1175	549	675	745	532	2699	2403	2284	2928	2842	4959	2993	3859	3331	2978	3012	2847	4650	3662	4837	3202
XLOC_002765	scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005	626996;627435;627552;627552;627615;627714;627717;627792;627792;627886;627886;628214;628214;628361;628361	627457;627457;627661;627559;627661;627736;627736;627803;627803;628160;628160;628301;628301;628961;629290	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1900	4069	3952	6079	4414	1906	2448	3054	2300	10704	10731	10147	12178	8805	10803	8869	9741	17835	13341	16676	15147	14654	14046	13962	12083
XLOC_002766	scaffold_005;scaffold_005	629450;629450	630247;631184	+;+	1735	173	75	141	94	92	96	128	120	282	293	282	374	48	69	41	55	117	84	133	93	116	120	91	76
XLOC_002767	scaffold_005	637113	638605	+	1493	4	4	7	9	4	9	7	6	14	4	9	25	20	41	31	39	80	69	64	52	49	19	41	24
XLOC_002768	scaffold_005;scaffold_005;scaffold_005	649503;649612;650041	649550;649976;651013	+;+;+	1386	199	149	162	133	174	258	333	214	433	749	395	469	1719	1955	1545	1617	931	797	750	930	1382	1146	1534	1169
XLOC_002769	scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005	652885;653365;653562;654224;654224;654762;654762;655085;655085	653214;654173;654173;654713;654713;654976;654976;656641;656428	+;+;+;+;+;+;+;+;+	3401	94	92	133	104	63	71	93	64	250	274	238	271	177	324	219	144	198	248	158	249	243	281	244	341
XLOC_002770	scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005	657481;657587;657632;657850;657850;657850;658070;658071;658111	657713;657713;657713;658019;657979;657978;658146;658166;658166	+;+;+;+;+;+;+;+;+	500	9289	7297	12148	8666	1222	2116	3227	2428	15805	14986	15105	21240	3628	3152	3269	2609	6974	3767	5717	4840	5547	7975	4716	5153
XLOC_002771	scaffold_005;scaffold_005	660070;662025	661968;662234	+;+	2109	751	744	1028	822	326	428	500	360	1589	1631	1481	1687	1592	1640	1576	1594	1797	1540	1724	1593	1198	1406	1288	1172
XLOC_002772	scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005	668453;668719;668745;668989;668989;669178;669178;669345;669345;669590;669590;670594;670594;670852;670852;670882;670997;670997;670997	668670;668918;668918;669117;669117;669281;669281;669391;669391;669933;670767;670767;670797;670946;670946;670946;672949;672615;672949	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3954	1201	1325	1732	1394	692	827	917	749	3159	2989	3336	3895	4388	3089	3289	2430	2376	2421	2079	2507	2172	1982	2082	1977
XLOC_002773	scaffold_005	674467	676761	+	2295	169	141	248	135	406	344	490	538	537	667	724	845	195	183	172	122	223	153	165	153	106	69	114	88
XLOC_002774	scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005	679699;679995;680556;680556;682059;682738;682738;684755;684755;685364;685364	680509;680509;681246;682690;682690;684702;684702;685315;685315;686585;686423	+;+;+;+;+;+;+;+;+;+;+	6694	1352	1408	2037	1422	649	960	1218	1107	3845	3740	3654	4665	3336	3990	3085	4045	5339	4756	4854	4664	4571	4731	4640	4259
XLOC_002775	scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005	687055;687290;687290;687689;687689;687689;687972;688006	687638;687638;687638;687785;688122;687751;688135;688231	+;+;+;+;+;+;+;+	1127	176	150	174	129	143	407	477	338	181	152	173	235	97	166	102	139	426	724	408	772	311	328	332	189
XLOC_002776	scaffold_005	688676	690139	+	1464	229	153	205	157	94	107	134	139	437	454	361	555	224	309	198	278	396	258	364	282	291	329	307	199
XLOC_002777	scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005	699239;699258;699541;699544;699545;701224;701462;701462;701462	699402;699402;701406;701406;701005;701406;702161;701983;702161	+;+;+;+;+;+;+;+;+	2730	762	601	833	589	270	351	471	348	1318	1383	1168	1635	359	485	359	422	768	454	658	545	543	634	518	449
XLOC_002778	scaffold_005	707591	709055	+	1465	11	2	5	4	6	3	11	11	13	12	13	12	26	39	22	30	48	16	32	16	86	26	100	45
XLOC_002779	scaffold_005	710004	711043	+	1040	1	4	4	3	0	0	0	0	1	2	4	9	5	7	3	7	6	3	4	6	20	13	13	12
XLOC_002780	scaffold_005	714928	716012	+	1085	8	7	4	2	1	0	1	0	5	6	10	11	13	22	10	15	22	9	10	10	58	29	92	29
XLOC_002781	scaffold_005	716369	718798	+	2430	564	597	762	608	281	381	414	302	1355	1300	1296	1631	1191	1123	997	726	877	835	735	854	915	781	853	765
XLOC_002782	scaffold_005	726326	727699	+	1374	121	149	146	127	65	82	119	80	171	348	235	266	877	676	664	502	445	381	387	413	294	327	268	301
XLOC_002783	scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005	729464;729596;730124;730124;730545;730545;731414;732378;733098;733098;735698;735698;736842;736842;738413;739375;739375	730074;730074;730489;730489;730788;733043;731748;733043;735640;735640;736793;736793;737081;739322;739322;739525;741142	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	11364	2101	1583	2402	1727	777	948	1244	1012	5153	4250	4650	6387	8453	11827	8518	12611	7277	6054	6926	7135	6269	6669	6409	6316
XLOC_002784	scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005	749673;749878;750031;750031;750335;750350	749979;749979;750293;750278;750833;750833	+;+;+;+;+;+	1069	1517	1707	2406	2006	766	932	1052	616	4223	4282	3751	4639	1747	3489	1957	2790	4237	2660	3874	2758	5122	4887	6245	3740
XLOC_002785	scaffold_005	754771	755646	+	876	2	0	0	2	0	1	2	0	1	3	3	4	16	5	7	3	5	6	5	4	11	4	11	10
XLOC_002786	scaffold_005;scaffold_005;scaffold_005;scaffold_005	757198;757403;757805;758040	757353;757748;757983;758891	+;+;+;+	1533	179	160	239	173	98	141	177	154	366	496	467	624	361	195	269	217	270	226	230	223	153	153	100	157
XLOC_002787	scaffold_005;scaffold_005	760277;760944	760892;761743	+;+	1416	643	446	795	531	207	316	413	422	1164	1149	1201	1595	660	746	683	647	1600	1297	1451	1384	1062	1387	1001	1024
XLOC_002788	scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005	762907;763088;763674;764315;764511	763023;763622;764266;764462;765181	+;+;+;+;+	2064	773	904	1064	854	375	474	609	467	1969	1702	1810	2045	2003	2181	1770	2207	2872	2222	2535	2401	1952	2013	2140	1668
XLOC_002789	scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005;scaffold_005	765620;765709;766002;766002;766251;766251;767744;767948;767948	765954;765954;766199;766199;767381;767861;767861;768876;768876	+;+;+;+;+;+;+;+;+	3073	2696	2326	3683	2135	1190	1114	1988	1617	5388	4544	5468	7708	3475	2536	2894	1839	3252	2563	3132	2735	3642	3889	2382	2548
